reserve_assessment_id,user_id,assessed_at,healthcare_coverage_status,estimated_healthcare_exposure,emergency_health_resources,monthly_financial_obligations,number_of_dependants,current_preparedness_amount,preparedness_target,preparedness_gap,preparedness_ratio,reserve_status
HRA00000239,USR000093,2026-01-31T14:00:00,partial,467000,424000,216000,4,285000,402000,117000,0.708955,moderate
HRA00000240,USR000093,2026-03-20T14:00:00,insured,537000,241000,474000,4,348000,402000,54000,0.865672,strong
HRA00000241,USR000093,2026-05-07T14:00:00,uninsured,212000,35000,229000,3,405000,402000,0,1.007463,strong
HRA00000242,USR000093,2026-06-26T14:00:00,partial,56000,234000,92000,3,449000,402000,0,1.116915,strong
HRA00000243,USR000093,2026-08-21T14:00:00,insured,591000,153000,113000,3,481000,402000,0,1.196517,strong
HRA00000244,USR000095,2025-11-06T03:00:00,partial,264000,305000,672000,3,842000,1063000,221000,0.792098,moderate
HRA00000245,USR000095,2025-12-26T03:00:00,insured,86000,264000,474000,2,854000,1063000,209000,0.803387,moderate
HRA00000246,USR000095,2026-02-12T03:00:00,partial,592000,94000,604000,2,816000,1063000,247000,0.767639,moderate
HRA00000247,USR000095,2026-04-04T03:00:00,insured,156000,313000,671000,0,788000,1063000,275000,0.741298,moderate
HRA00000248,USR000095,2026-05-25T03:00:00,uninsured,312000,396000,258000,3,807000,1063000,256000,0.759172,moderate
HRA00000249,USR000095,2026-07-12T03:00:00,insured,314000,70000,275000,5,829000,1063000,234000,0.779868,moderate
HRA00000250,USR000095,2026-08-26T03:00:00,insured,271000,164000,354000,5,751000,1063000,312000,0.706491,moderate
HRA00000251,USR000099,2026-02-20T06:00:00,insured,664000,145000,67000,2,91000,329000,238000,0.276596,developing
HRA00000252,USR000099,2026-04-11T06:00:00,insured,244000,174000,659000,2,128000,329000,201000,0.389058,developing
HRA00000253,USR000099,2026-05-28T06:00:00,partial,574000,209000,472000,5,174000,329000,155000,0.528875,moderate
HRA00000254,USR000099,2026-07-14T06:00:00,uninsured,106000,244000,638000,4,213000,329000,116000,0.647416,moderate
HRA00000255,USR000099,2026-09-01T06:00:00,partial,547000,223000,87000,0,268000,329000,61000,0.81459,moderate
HRA00000256,USR000105,2025-10-13T15:00:00,partial,695000,332000,326000,2,1264000,1387000,123000,0.911319,strong
HRA00000257,USR000105,2025-12-02T15:00:00,insured,455000,197000,261000,2,1356000,1387000,31000,0.97765,strong
HRA00000258,USR000105,2026-01-22T15:00:00,insured,708000,191000,198000,3,1486000,1387000,0,1.071377,strong
HRA00000259,USR000105,2026-03-12T15:00:00,insured,383000,181000,243000,2,1613000,1387000,0,1.162942,strong
HRA00000260,USR000105,2026-05-04T15:00:00,insured,276000,97000,685000,1,1791000,1387000,0,1.291276,strong
HRA00000261,USR000105,2026-06-17T15:00:00,insured,420000,9000,348000,5,1964000,1387000,0,1.416006,strong
HRA00000262,USR000105,2026-08-08T15:00:00,partial,484000,310000,332000,2,2088000,1387000,0,1.505407,strong
HRA00000263,USR000106,2025-12-11T13:00:00,insured,368000,403000,638000,2,737000,1291000,554000,0.570875,moderate
HRA00000264,USR000106,2026-01-23T13:00:00,partial,322000,140000,334000,0,948000,1291000,343000,0.734314,moderate
HRA00000265,USR000106,2026-03-14T13:00:00,insured,499000,455000,498000,2,1132000,1291000,159000,0.87684,strong
HRA00000266,USR000106,2026-05-10T13:00:00,partial,352000,208000,255000,3,1164000,1291000,127000,0.901627,strong
HRA00000267,USR000106,2026-06-30T13:00:00,uninsured,512000,208000,300000,1,1315000,1291000,0,1.01859,strong
HRA00000268,USR000106,2026-08-11T13:00:00,uninsured,227000,488000,291000,4,1496000,1291000,0,1.158792,strong
HRA00000269,USR000108,2026-02-09T06:00:00,uninsured,372000,408000,543000,5,345000,2232000,1887000,0.15457,low
HRA00000270,USR000108,2026-04-02T06:00:00,uninsured,711000,492000,294000,2,550000,2232000,1682000,0.246416,low
HRA00000271,USR000108,2026-05-17T06:00:00,partial,784000,358000,307000,1,895000,2232000,1337000,0.400986,developing
HRA00000272,USR000108,2026-07-09T06:00:00,insured,427000,236000,284000,5,1115000,2232000,1117000,0.499552,developing
HRA00000273,USR000108,2026-08-24T06:00:00,insured,641000,170000,188000,4,1415000,2232000,817000,0.633961,moderate
HRA00000274,USR000109,2026-01-15T19:00:00,partial,423000,91000,305000,0,75000,345000,270000,0.217391,low
HRA00000275,USR000109,2026-03-04T19:00:00,partial,352000,343000,534000,0,89000,345000,256000,0.257971,developing
HRA00000276,USR000109,2026-04-21T19:00:00,insured,575000,242000,135000,0,92000,345000,253000,0.266667,developing
HRA00000277,USR000109,2026-06-14T19:00:00,insured,562000,443000,254000,0,105000,345000,240000,0.304348,developing
HRA00000278,USR000109,2026-08-04T19:00:00,partial,86000,103000,309000,2,115000,345000,230000,0.333333,developing
HRA00000279,USR000111,2025-12-25T10:00:00,uninsured,130000,268000,404000,2,133000,962000,829000,0.138254,low
HRA00000280,USR000111,2026-02-16T10:00:00,partial,294000,63000,665000,0,297000,962000,665000,0.308732,developing
HRA00000281,USR000111,2026-04-04T10:00:00,insured,569000,329000,188000,1,384000,962000,578000,0.399168,developing
HRA00000282,USR000111,2026-05-23T10:00:00,insured,681000,135000,423000,0,545000,962000,417000,0.566528,moderate
HRA00000283,USR000111,2026-07-10T10:00:00,insured,497000,454000,98000,3,685000,962000,277000,0.712058,moderate
HRA00000284,USR000111,2026-09-04T10:00:00,insured,774000,33000,305000,2,812000,962000,150000,0.844075,moderate
HRA00000285,USR000112,2025-10-14T00:00:00,insured,392000,313000,437000,3,168000,200000,32000,0.84,moderate
HRA00000286,USR000112,2025-12-03T00:00:00,insured,73000,64000,53000,5,174000,200000,26000,0.87,strong
HRA00000287,USR000112,2026-01-22T00:00:00,insured,114000,454000,85000,4,183000,200000,17000,0.915,strong
HRA00000288,USR000112,2026-03-16T00:00:00,insured,584000,63000,380000,1,192000,200000,8000,0.96,strong
HRA00000289,USR000112,2026-05-04T00:00:00,insured,645000,457000,633000,0,206000,200000,0,1.03,strong
HRA00000290,USR000112,2026-06-18T00:00:00,insured,510000,379000,520000,4,207000,200000,0,1.035,strong
HRA00000291,USR000112,2026-08-07T00:00:00,uninsured,456000,219000,203000,1,214000,200000,0,1.07,strong
HRA00000292,USR000115,2025-12-21T11:00:00,partial,774000,276000,484000,5,439000,1855000,1416000,0.236658,low
HRA00000293,USR000115,2026-02-12T11:00:00,partial,51000,151000,541000,2,391000,1855000,1464000,0.210782,low
HRA00000294,USR000115,2026-04-03T11:00:00,insured,740000,218000,669000,0,334000,1855000,1521000,0.180054,low
HRA00000295,USR000115,2026-05-20T11:00:00,partial,142000,158000,222000,3,290000,1855000,1565000,0.156334,low
HRA00000296,USR000115,2026-07-08T11:00:00,insured,570000,354000,682000,5,283000,1855000,1572000,0.152561,low
HRA00000297,USR000115,2026-08-27T11:00:00,uninsured,699000,260000,577000,3,318000,1855000,1537000,0.171429,low
HRA00000298,USR000118,2026-01-13T14:00:00,partial,231000,227000,224000,5,421000,1012000,591000,0.416008,developing
HRA00000299,USR000118,2026-03-01T14:00:00,insured,608000,60000,559000,2,513000,1012000,499000,0.506917,moderate
HRA00000300,USR000118,2026-04-21T14:00:00,partial,526000,148000,368000,1,590000,1012000,422000,0.583004,moderate
HRA00000301,USR000118,2026-06-14T14:00:00,insured,640000,390000,181000,5,600000,1012000,412000,0.592885,moderate
HRA00000302,USR000118,2026-07-29T14:00:00,uninsured,389000,235000,464000,3,644000,1012000,368000,0.636364,moderate
HRA00000303,USR000119,2025-10-08T17:00:00,insured,68000,149000,278000,4,1385000,1755000,370000,0.789174,moderate
HRA00000304,USR000119,2025-12-01T17:00:00,insured,193000,346000,358000,4,1499000,1755000,256000,0.854131,strong
HRA00000305,USR000119,2026-01-18T17:00:00,partial,315000,463000,181000,0,1619000,1755000,136000,0.922507,strong
HRA00000306,USR000119,2026-03-10T17:00:00,uninsured,798000,173000,476000,5,1711000,1755000,44000,0.974929,strong
HRA00000307,USR000119,2026-04-26T17:00:00,partial,140000,34000,482000,3,1676000,1755000,79000,0.954986,strong
HRA00000308,USR000119,2026-06-18T17:00:00,insured,344000,58000,645000,2,1765000,1755000,0,1.005698,strong
HRA00000309,USR000119,2026-08-07T17:00:00,insured,573000,72000,545000,0,1883000,1755000,0,1.072934,strong
HRA00000310,USR000120,2025-09-20T04:00:00,uninsured,273000,163000,352000,3,253000,227000,0,1.114537,strong
HRA00000311,USR000120,2025-11-13T04:00:00,uninsured,358000,454000,106000,2,301000,227000,0,1.325991,strong
HRA00000312,USR000120,2025-12-26T04:00:00,uninsured,645000,108000,369000,2,356000,227000,0,1.568282,strong
HRA00000313,USR000120,2026-02-19T04:00:00,partial,363000,92000,624000,1,403000,227000,0,1.77533,strong
HRA00000314,USR000120,2026-04-10T04:00:00,insured,671000,207000,486000,0,440000,227000,0,1.938326,strong
HRA00000315,USR000120,2026-05-27T04:00:00,insured,708000,301000,358000,5,498000,227000,0,2.193833,strong
HRA00000316,USR000120,2026-07-13T04:00:00,insured,429000,339000,142000,5,544000,227000,0,2.396476,strong
HRA00000317,USR000122,2026-01-04T04:00:00,insured,601000,301000,358000,2,588000,1576000,988000,0.373096,developing
HRA00000318,USR000122,2026-02-22T04:00:00,insured,531000,92000,262000,1,689000,1576000,887000,0.437183,developing
HRA00000319,USR000122,2026-04-14T04:00:00,uninsured,292000,148000,183000,2,823000,1576000,753000,0.522208,moderate
HRA00000320,USR000122,2026-05-31T04:00:00,partial,306000,51000,611000,2,933000,1576000,643000,0.592005,moderate
HRA00000321,USR000122,2026-07-20T04:00:00,uninsured,652000,21000,489000,1,1125000,1576000,451000,0.713832,moderate
HRA00000322,USR000122,2026-09-06T04:00:00,insured,772000,312000,255000,1,1247000,1576000,329000,0.791244,moderate
HRA00000323,USR000123,2025-10-24T08:00:00,partial,573000,65000,638000,5,1791000,2345000,554000,0.763753,moderate
HRA00000324,USR000123,2025-12-17T08:00:00,partial,393000,329000,246000,1,2078000,2345000,267000,0.886141,strong
HRA00000325,USR000123,2026-02-03T08:00:00,partial,314000,272000,647000,4,2309000,2345000,36000,0.984648,strong
HRA00000326,USR000123,2026-03-24T08:00:00,partial,762000,412000,663000,2,2514000,2345000,0,1.072068,strong
HRA00000327,USR000123,2026-05-12T08:00:00,insured,470000,305000,484000,3,2823000,2345000,0,1.203838,strong
HRA00000328,USR000123,2026-07-04T08:00:00,insured,710000,421000,664000,2,3132000,2345000,0,1.335608,strong
HRA00000329,USR000123,2026-08-18T08:00:00,partial,375000,255000,188000,5,3367000,2345000,0,1.435821,strong
HRA00000330,USR000127,2025-12-07T11:00:00,insured,64000,18000,265000,2,2230000,2363000,133000,0.943716,strong
HRA00000331,USR000127,2026-01-23T11:00:00,insured,161000,491000,356000,1,2422000,2363000,0,1.024968,strong
HRA00000332,USR000127,2026-03-18T11:00:00,insured,325000,191000,681000,4,2881000,2363000,0,1.219213,strong
HRA00000333,USR000127,2026-05-05T11:00:00,partial,641000,333000,50000,0,3085000,2363000,0,1.305544,strong
HRA00000334,USR000127,2026-06-29T11:00:00,insured,444000,409000,132000,3,3346000,2363000,0,1.415997,strong
HRA00000335,USR000127,2026-08-16T11:00:00,insured,210000,61000,166000,1,3622000,2363000,0,1.532797,strong
HRA00000336,USR000132,2025-11-22T20:00:00,insured,501000,168000,268000,3,361000,1939000,1578000,0.186178,low
HRA00000337,USR000132,2026-01-13T20:00:00,uninsured,112000,461000,400000,0,455000,1939000,1484000,0.234657,low
HRA00000338,USR000132,2026-03-04T20:00:00,insured,222000,197000,284000,1,482000,1939000,1457000,0.248582,low
HRA00000339,USR000132,2026-04-25T20:00:00,insured,429000,476000,143000,0,589000,1939000,1350000,0.303765,developing
HRA00000340,USR000132,2026-06-07T20:00:00,partial,669000,367000,327000,2,654000,1939000,1285000,0.337287,developing
HRA00000341,USR000132,2026-08-03T20:00:00,uninsured,278000,306000,577000,5,816000,1939000,1123000,0.420835,developing
HRA00000342,USR000133,2025-11-14T17:00:00,partial,444000,232000,357000,3,107000,870000,763000,0.122989,low
HRA00000343,USR000133,2025-12-31T17:00:00,partial,779000,130000,498000,3,148000,870000,722000,0.170115,low
HRA00000344,USR000133,2026-02-21T17:00:00,insured,496000,55000,521000,2,172000,870000,698000,0.197701,low
HRA00000345,USR000133,2026-04-09T17:00:00,insured,724000,309000,457000,2,222000,870000,648000,0.255172,developing
HRA00000346,USR000133,2026-06-05T17:00:00,insured,717000,223000,192000,4,343000,870000,527000,0.394253,developing
HRA00000347,USR000133,2026-07-19T17:00:00,insured,343000,206000,95000,3,469000,870000,401000,0.53908,moderate
HRA00000348,USR000133,2026-09-11T17:00:00,uninsured,328000,413000,323000,4,549000,870000,321000,0.631034,moderate
HRA00000349,USR000134,2025-10-19T20:00:00,uninsured,609000,314000,313000,4,978000,1364000,386000,0.717009,moderate
HRA00000350,USR000134,2025-12-11T20:00:00,partial,409000,335000,686000,4,1010000,1364000,354000,0.740469,moderate
HRA00000351,USR000134,2026-01-30T20:00:00,partial,639000,87000,630000,4,1136000,1364000,228000,0.832845,moderate
HRA00000352,USR000134,2026-03-19T20:00:00,partial,399000,383000,447000,5,1273000,1364000,91000,0.933284,strong
HRA00000353,USR000134,2026-05-03T20:00:00,uninsured,706000,459000,328000,4,1301000,1364000,63000,0.953812,strong
HRA00000354,USR000134,2026-06-22T20:00:00,insured,424000,60000,540000,1,1423000,1364000,0,1.043255,strong
HRA00000355,USR000134,2026-08-18T20:00:00,insured,440000,309000,222000,3,1493000,1364000,0,1.094575,strong
HRA00000356,USR000135,2025-12-29T02:00:00,insured,432000,363000,560000,2,638000,833000,195000,0.765906,moderate
HRA00000357,USR000135,2026-02-16T02:00:00,uninsured,420000,66000,484000,3,744000,833000,89000,0.893157,strong
HRA00000358,USR000135,2026-04-06T02:00:00,uninsured,108000,485000,549000,3,765000,833000,68000,0.918367,strong
HRA00000359,USR000135,2026-05-24T02:00:00,insured,698000,485000,610000,4,786000,833000,47000,0.943577,strong
HRA00000360,USR000135,2026-07-19T02:00:00,insured,430000,461000,395000,0,836000,833000,0,1.003601,strong
HRA00000361,USR000135,2026-09-09T02:00:00,insured,441000,202000,258000,5,889000,833000,0,1.067227,strong
HRA00000362,USR000138,2026-02-06T17:00:00,uninsured,424000,329000,197000,5,495000,1599000,1104000,0.309568,developing
HRA00000363,USR000138,2026-03-24T17:00:00,partial,345000,76000,519000,4,434000,1599000,1165000,0.27142,developing
HRA00000364,USR000138,2026-05-20T17:00:00,partial,306000,8000,59000,3,394000,1599000,1205000,0.246404,low
HRA00000365,USR000138,2026-07-07T17:00:00,partial,227000,285000,698000,3,433000,1599000,1166000,0.270794,developing
HRA00000366,USR000138,2026-08-28T17:00:00,insured,640000,390000,227000,4,411000,1599000,1188000,0.257036,developing
HRA00000367,USR000139,2025-09-25T01:00:00,partial,167000,274000,686000,0,405000,2033000,1628000,0.199213,low
HRA00000368,USR000139,2025-11-10T01:00:00,partial,98000,102000,539000,4,423000,2033000,1610000,0.208067,low
HRA00000369,USR000139,2025-12-29T01:00:00,uninsured,690000,495000,546000,2,400000,2033000,1633000,0.196754,low
HRA00000370,USR000139,2026-02-22T01:00:00,partial,94000,173000,71000,2,426000,2033000,1607000,0.209543,low
HRA00000371,USR000139,2026-04-15T01:00:00,uninsured,296000,152000,389000,1,388000,2033000,1645000,0.190851,low
HRA00000372,USR000139,2026-06-04T01:00:00,insured,415000,489000,679000,0,426000,2033000,1607000,0.209543,low
HRA00000373,USR000139,2026-07-23T01:00:00,partial,556000,32000,161000,4,546000,2033000,1487000,0.268569,developing
HRA00000374,USR000142,2025-11-14T16:00:00,partial,293000,438000,549000,4,525000,1637000,1112000,0.320709,developing
HRA00000375,USR000142,2025-12-27T16:00:00,partial,63000,437000,546000,3,530000,1637000,1107000,0.323763,developing
HRA00000376,USR000142,2026-02-14T16:00:00,uninsured,701000,345000,372000,4,488000,1637000,1149000,0.298106,developing
HRA00000377,USR000142,2026-04-08T16:00:00,partial,111000,164000,248000,0,473000,1637000,1164000,0.288943,developing
HRA00000378,USR000142,2026-05-29T16:00:00,uninsured,759000,483000,287000,3,555000,1637000,1082000,0.339035,developing
HRA00000379,USR000142,2026-07-22T16:00:00,partial,397000,20000,51000,4,575000,1637000,1062000,0.351252,developing
HRA00000380,USR000142,2026-09-10T16:00:00,insured,342000,288000,434000,2,611000,1637000,1026000,0.373244,developing
HRA00000381,USR000145,2025-11-05T07:00:00,partial,277000,222000,182000,4,1528000,1593000,65000,0.959196,strong
HRA00000382,USR000145,2025-12-23T07:00:00,insured,733000,276000,584000,5,1720000,1593000,0,1.079724,strong
HRA00000383,USR000145,2026-02-07T07:00:00,insured,308000,81000,287000,0,1935000,1593000,0,1.214689,strong
HRA00000384,USR000145,2026-04-01T07:00:00,insured,604000,315000,584000,4,2134000,1593000,0,1.339611,strong
HRA00000385,USR000145,2026-05-22T07:00:00,partial,465000,380000,182000,2,2246000,1593000,0,1.409918,strong
HRA00000386,USR000145,2026-07-09T07:00:00,partial,207000,335000,451000,4,2286000,1593000,0,1.435028,strong
HRA00000387,USR000145,2026-08-31T07:00:00,insured,180000,262000,134000,4,2377000,1593000,0,1.492153,strong
HRA00000388,USR000146,2025-10-22T06:00:00,insured,757000,420000,438000,1,1044000,1950000,906000,0.535385,moderate
HRA00000389,USR000146,2025-12-14T06:00:00,insured,670000,321000,505000,5,1049000,1950000,901000,0.537949,moderate
HRA00000390,USR000146,2026-02-03T06:00:00,insured,362000,181000,150000,4,1029000,1950000,921000,0.527692,moderate
HRA00000391,USR000146,2026-03-18T06:00:00,uninsured,279000,28000,527000,5,964000,1950000,986000,0.494359,developing
HRA00000392,USR000146,2026-05-08T06:00:00,partial,254000,436000,591000,1,907000,1950000,1043000,0.465128,developing
HRA00000393,USR000146,2026-06-29T06:00:00,partial,612000,96000,342000,5,825000,1950000,1125000,0.423077,developing
HRA00000394,USR000146,2026-08-15T06:00:00,insured,786000,186000,347000,2,804000,1950000,1146000,0.412308,developing
HRA00000395,USR000147,2025-12-23T14:00:00,insured,159000,245000,355000,1,1552000,2331000,779000,0.665809,moderate
HRA00000396,USR000147,2026-02-14T14:00:00,uninsured,315000,315000,578000,0,1690000,2331000,641000,0.725011,moderate
HRA00000397,USR000147,2026-03-29T14:00:00,insured,180000,449000,244000,5,1712000,2331000,619000,0.734449,moderate
HRA00000398,USR000147,2026-05-20T14:00:00,partial,299000,337000,470000,1,1681000,2331000,650000,0.72115,moderate
HRA00000399,USR000147,2026-07-11T14:00:00,uninsured,470000,359000,121000,2,1598000,2331000,733000,0.685543,moderate
HRA00000400,USR000147,2026-09-03T14:00:00,uninsured,702000,150000,646000,2,1693000,2331000,638000,0.726298,moderate
HRA00000401,USR000148,2026-01-26T00:00:00,insured,684000,266000,193000,5,351000,2380000,2029000,0.147479,low
HRA00000402,USR000148,2026-03-15T00:00:00,uninsured,698000,185000,192000,0,715000,2380000,1665000,0.30042,developing
HRA00000403,USR000148,2026-05-01T00:00:00,uninsured,391000,469000,230000,3,1076000,2380000,1304000,0.452101,developing
